chr	start	end	length	CpGcount	GCcontent	pctGC	obsExp
chr1	3302539	3302736	198	14	130	0.657	0.666
chr1	3302977	3303111	135	7	80	0.593	0.592
chr1	3303767	3304269	503	21	283	0.563	0.54
chr1	3306908	3307272	365	25	239	0.655	0.639
chr1	3308256	3308707	452	22	280	0.619	0.508
chr1	3309362	3309541	180	6	84	0.467	0.618
chr1	3309742	3311282	1541	116	1028	0.667	0.681
chr1	3314130	3314272	143	8	89	0.622	0.578
chr1	3315157	3315534	378	17	204	0.54	0.621
chr1	3320500	3320863	364	21	201	0.552	0.759
chr1	3321251	3322272	1022	73	676	0.661	0.654
chr1	3325095	3326117	1023	60	611	0.597	0.822
chr1	3327706	3329339	1634	113	1063	0.651	0.672
chr1	3331089	3331194	106	7	67	0.632	0.668
chr1	3332083	3332342	260	19	177	0.681	0.632
chr1	3342090	3342683	594	37	393	0.662	0.573
chr1	3343488	3343696	209	13	109	0.522	0.924
chr1	3344763	3344882	120	10	90	0.75	0.594
chr1	3347451	3347612	162	13	109	0.673	0.723
chr1	3350105	3350735	631	36	405	0.642	0.56
chr1	3351075	3351707	633	41	417	0.659	0.6
chr1	3352225	3352640	416	23	264	0.635	0.549
chr1	3352830	3352988	159	11	92	0.579	0.887
chr1	3354433	3354554	122	8	63	0.516	0.99
chr1	3370758	3371684	927	105	709	0.765	0.775
chr1	3377849	3377937	89	8	57	0.64	0.91
chr1	3378208	3378382	175	12	116	0.663	0.624
chr1	3379747	3380098	352	23	245	0.696	0.544
chr1	3394463	3395178	716	42	461	0.644	0.566
chr1	3397061	3397170	110	11	75	0.682	0.887
chr1	3400412	3400944	533	31	338	0.634	0.593
chr1	3417081	3417277	197	15	128	0.65	0.73
chr1	3425632	3425767	136	13	87	0.64	0.94
chr1	3427407	3427611	205	14	135	0.659	0.675
chr1	3447460	3448382	923	99	669	0.725	0.825
chr1	3459968	3460624	657	40	435	0.662	0.556
chr1	3466879	3466971	93	6	55	0.591	0.758
chr1	3473114	3473769	656	27	391	0.596	0.475
chr1	3473946	3474428	483	26	320	0.663	0.491
chr1	3495563	3495996	434	19	264	0.608	0.482
chr1	3499867	3500453	587	46	384	0.654	0.891
chr1	3511727	3512119	393	28	253	0.644	0.693
chr1	3514863	3515121	259	21	166	0.641	0.79
chr1	3527667	3528603	937	97	695	0.742	0.807
chr1	3540714	3542242	1529	174	1112	0.727	0.862
chr1	3544243	3544320	78	9	55	0.705	0.954
chr1	3548673	3549099	427	23	244	0.571	0.66
chr1	3549429	3549788	360	21	212	0.589	0.68
chr1	3550000	3550223	224	13	145	0.647	0.554
chr1	3551600	3551925	326	15	183	0.561	0.587
chr1	3553395	3553644	250	14	137	0.548	0.768
chr1	3555294	3555469	176	11	92	0.523	0.915
chr1	3556090	3556525	436	22	285	0.654	0.48
chr1	3556689	3557202	514	29	344	0.669	0.509
chr1	3558103	3558239	137	11	91	0.664	0.739
chr1	3559568	3561055	1488	132	1010	0.679	0.772
chr1	3561858	3562124	267	42	208	0.779	1.178
chr1	3562384	3562484	101	9	71	0.703	0.725
chr1	3562696	3562800	105	5	66	0.629	0.484
chr1	3563292	3563523	232	14	126	0.543	0.824
chr1	3566415	3566820	406	44	276	0.68	0.94
chr1	3567232	3569921	2690	274	1934	0.719	0.788
chr1	3574784	3575151	368	15	201	0.546	0.575
chr1	3575370	3575552	183	6	84	0.459	0.635
chr1	3575833	3575919	87	8	57	0.655	0.859
chr1	3589754	3590036	283	16	163	0.576	0.682
chr1	3600767	3600896	130	14	90	0.692	0.903
chr1	3607127	3607521	395	32	253	0.641	0.796
chr1	3613759	3613890	132	9	84	0.636	0.733
chr1	3615457	3615592	136	9	93	0.684	0.569
chr1	3616299	3616777	479	21	303	0.633	0.438
chr1	3617712	3617922	211	13	135	0.64	0.612
chr1	3620663	3621099	437	23	238	0.545	0.713
chr1	3622964	3623114	151	14	105	0.695	0.821
chr1	3623400	3623502	103	8	74	0.718	0.64
chr1	3624054	3624428	375	26	253	0.675	0.642
chr1	3633757	3634060	304	18	204	0.671	0.53
chr1	3634754	3634990	237	19	173	0.73	0.604
chr1	3644247	3644499	253	19	169	0.668	0.674
chr1	3649427	3649675	249	26	177	0.711	0.833
chr1	3656304	3656571	268	10	133	0.496	0.796
chr1	3662964	3664073	1110	107	773	0.696	0.804
chr1	3673077	3673346	270	15	155	0.574	0.687
chr1	3688591	3689680	1090	102	818	0.75	0.685
chr1	3696095	3696384	290	15	170	0.586	0.619
chr1	3696624	3697010	387	20	195	0.504	0.817
chr1	3700609	3701213	605	31	347	0.574	0.644
chr1	3703465	3704259	795	41	474	0.596	0.594
chr1	3704426	3704574	149	11	91	0.611	0.792
chr1	3712419	3713663	1245	102	798	0.641	0.802
chr1	3720327	3721405	1079	30	491	0.455	0.551
chr1	3721776	3721856	81	6	50	0.617	0.844
chr1	3731507	3731983	477	31	282	0.591	0.748
chr1	3732885	3733392	508	28	311	0.612	0.591
chr1	3738353	3738612	260	12	133	0.512	0.707
chr1	3740050	3740176	127	8	63	0.496	1.037
chr1	3746506	3746523	18	5	14	0.778	1.875
chr1	3773218	3775336	2119	164	1413	0.667	0.696
chr1	3790746	3791599	854	51	477	0.559	0.766
chr1	3806728	3807594	867	31	442	0.51	0.55
chr1	3808169	3809546	1378	74	852	0.618	0.574
chr1	3816510	3818039	1530	122	1031	0.674	0.703
chr1	3823395	3824063	669	29	399	0.596	0.49
chr1	3824220	3824409	190	14	115	0.605	0.812
chr1	3826719	3827153	435	21	273	0.628	0.491
chr1	3827521	3827632	112	12	80	0.714	0.896
chr1	3828931	3829144	214	15	141	0.659	0.647
chr1	3831115	3831341	227	10	142	0.626	0.464
chr1	3833031	3833108	78	4	46	0.59	0.594
chr1	4036412	4037244	833	41	497	0.597	0.593
chr1	4059691	4059937	247	13	166	0.672	0.526
chr1	4078877	4079417	541	24	332	0.614	0.488
chr1	4087477	4087718	242	9	120	0.496	0.605
chr1	4187584	4188027	444	21	264	0.595	0.537
chr1	4192581	4193851	1271	68	752	0.592	0.619
chr1	4207781	4207860	80	5	41	0.512	1.026
chr1	4221312	4221661	350	26	228	0.651	0.702
chr1	4391733	4392102	370	22	195	0.527	1.095
chr1	4471820	4472104	285	11	149	0.523	0.606
chr1	4485454	4485631	178	9	99	0.556	0.679
chr1	4542746	4542846	101	9	72	0.713	0.715
chr1	4577153	4577374	222	13	107	0.482	1.011
chr1	4659735	4660588	854	43	530	0.621	0.524
chr1	4697761	4698418	658	33	376	0.571	0.615
chr1	4712796	4712893	98	9	72	0.735	0.766
chr1	4713960	4716706	2747	343	2038	0.742	0.909
chr1	4722609	4722749	141	10	75	0.532	1.007
chr1	4726641	4726857	217	16	146	0.673	0.819
chr1	4736089	4736285	197	10	114	0.579	0.607
chr1	4758052	4758241	190	10	100	0.526	0.76
chr1	4770624	4772606	1983	124	1257	0.634	0.623
chr1	4794971	4795116	146	11	87	0.596	0.868
chr1	4832297	4832914	618	34	371	0.6	0.612
chr1	4834960	4835064	105	5	58	0.552	0.625
chr1	4837122	4837472	351	10	153	0.436	0.601
chr1	4842718	4843057	340	16	172	0.506	0.742
chr1	4843969	4844096	128	6	80	0.625	0.481
chr1	5036770	5036836	67	4	33	0.493	1.031
chr1	5356204	5356690	487	14	240	0.493	0.476
chr1	5394222	5394644	423	15	199	0.47	0.694
chr1	5539839	5540226	388	20	235	0.606	0.562
chr1	5540458	5540645	188	10	106	0.564	0.671
chr1	5540840	5540952	113	8	76	0.673	0.637
chr1	5560751	5560901	151	13	88	0.583	1.218
chr1	5586042	5586380	339	15	188	0.555	0.587
chr1	5661843	5661989	147	15	105	0.714	1.134
chr1	5677939	5678109	171	12	94	0.55	0.931
chr1	5772096	5772482	387	37	275	0.711	0.802
chr1	5773633	5773826	194	18	128	0.66	0.856
chr1	5779058	5779410	353	17	211	0.598	0.541
chr1	5817041	5817490	450	20	262	0.582	0.525
chr1	5893460	5893956	497	22	296	0.596	0.505
chr1	5894773	5895093	321	15	197	0.614	0.498
chr1	5907351	5907562	212	12	120	0.566	0.71
chr1	5917296	5917559	264	15	166	0.629	0.578
chr1	5917815	5917938	124	8	82	0.661	0.59
chr1	5918758	5919251	494	28	321	0.65	0.538
chr1	5919726	5920046	321	17	190	0.592	0.606
chr1	5922697	5922839	143	5	93	0.65	0.333
chr1	5923055	5923176	122	7	75	0.615	0.608
chr1	5923345	5923693	349	15	195	0.559	0.561
chr1	5924014	5925052	1039	45	645	0.621	0.45
chr1	5927365	5927508	144	7	88	0.611	0.525
chr1	5932398	5932483	86	4	48	0.558	0.624
chr1	5932903	5933104	202	11	122	0.604	0.597
chr1	5934832	5935131	300	24	196	0.653	0.753
chr1	5937202	5937329	128	11	88	0.688	0.741
chr1	5939946	5941055	1110	44	608	0.548	0.54
chr1	5942088	5942738	651	34	397	0.61	0.604
chr1	5942955	5943438	484	23	281	0.581	0.568
chr1	5945066	5945279	214	10	131	0.612	0.676
chr1	5947386	5947547	162	13	101	0.623	0.826
chr1	5950867	5950974	108	7	67	0.62	0.677
chr1	5953696	5953857	162	8	91	0.562	0.626
chr1	5955711	5956050	340	19	185	0.544	0.755
chr1	5956932	5957084	153	8	84	0.549	0.697
chr1	5957453	5957729	277	13	141	0.509	0.725
chr1	5958480	5958701	222	13	146	0.658	0.542
chr1	5959011	5959167	157	8	86	0.548	0.681
chr1	5971411	5971524	114	6	63	0.553	0.691
chr1	5971830	5972146	317	14	179	0.565	0.555
chr1	6011239	6011344	106	9	70	0.66	0.781
chr1	6036400	6036609	210	12	133	0.633	0.575
chr1	6037266	6037491	226	10	136	0.602	0.526
chr1	6051448	6053388	1941	198	1371	0.706	0.823
chr1	6063489	6063944	456	19	228	0.5	0.686
chr1	6086275	6086495	221	18	146	0.661	0.748
chr1	6100864	6101518	655	28	380	0.58	0.508
chr1	6106011	6106562	552	24	291	0.527	0.626
chr1	6111702	6111825	124	11	86	0.694	0.741
chr1	6126147	6126300	154	15	117	0.76	0.676
chr1	6131688	6131946	259	24	187	0.722	0.722
chr1	6137702	6138194	493	25	312	0.633	0.507
chr1	6149031	6149282	252	16	166	0.659	0.587
chr1	6150611	6150679	69	5	53	0.768	0.534
chr1	6150804	6151083	280	12	147	0.525	0.623
chr1	6154400	6154560	161	12	106	0.658	0.694
chr1	6158019	6158168	150	8	98	0.653	0.612
chr1	6166435	6166769	335	22	233	0.696	0.545
chr1	6170003	6170106	104	11	77	0.74	0.788
chr1	6171711	6171873	163	12	107	0.656	0.684
chr1	6187766	6188183	418	34	293	0.701	0.69
chr1	6188946	6189079	134	12	91	0.679	0.779
chr1	6202195	6202465	271	19	170	0.627	0.719
chr1	6208749	6209104	356	37	253	0.711	0.839
chr1	6227919	6228060	142	12	79	0.556	1.097
chr1	6239328	6240815	1488	203	1166	0.784	0.896
chr1	6240947	6241278	332	21	203	0.611	0.684
chr1	6258977	6259884	908	73	587	0.646	0.778
chr1	6265039	6265469	431	24	255	0.592	0.637
chr1	6265879	6266766	888	89	638	0.718	0.777
chr1	6268831	6269559	729	92	531	0.728	0.955
chr1	6284881	6285272	392	16	207	0.528	0.589
chr1	6295456	6296256	801	104	595	0.743	0.942
chr1	6296656	6296785	130	13	94	0.723	0.788
chr1	6301760	6302226	467	43	320	0.685	0.811
chr1	6302353	6302817	465	64	359	0.772	0.925
chr1	6304447	6304579	133	7	83	0.624	0.543
chr1	6305228	6306895	1668	139	1128	0.676	0.737
chr1	6309164	6310287	1124	145	859	0.764	0.903
chr1	6313887	6314081	195	20	137	0.703	0.832
chr1	6320180	6321696	1517	182	1161	0.765	0.823
chr1	6328658	6328966	309	18	191	0.618	0.619
chr1	6336514	6336734	221	12	136	0.615	0.612
chr1	6340033	6340161	129	10	86	0.667	0.704
chr1	6341204	6341378	175	14	109	0.623	0.851
chr1	6355008	6355183	176	8	106	0.602	0.501
chr1	6360655	6360852	198	13	125	0.631	0.803
chr1	6363229	6363289	61	4	33	0.541	0.904
chr1	6363596	6363703	108	9	65	0.602	0.92
chr1	6365073	6366301	1229	92	874	0.711	0.595
chr1	6366557	6366706	150	7	76	0.507	0.729
chr1	6452899	6454204	1306	166	972	0.744	0.927
chr1	6456081	6456209	129	15	95	0.736	0.911
chr1	6464869	6464983	115	10	81	0.704	0.714
chr1	6478959	6480939	1981	208	1426	0.72	0.811
chr1	6484131	6485266	1136	121	813	0.716	0.836
chr1	6500278	6501131	854	98	634	0.742	0.836
chr1	6507256	6509149	1894	177	1383	0.73	0.701
chr1	6511798	6512075	278	22	194	0.698	0.664
chr1	6514213	6516315	2103	240	1502	0.714	0.899
chr1	6520194	6520399	206	12	147	0.714	0.492
chr1	6520548	6521920	1373	107	886	0.645	0.752
chr1	6526143	6526464	322	37	240	0.745	0.833
chr1	6530607	6531769	1163	110	809	0.696	0.782
chr1	6534816	6534993	178	11	111	0.624	0.676
chr1	6537562	6537708	147	10	96	0.653	0.648
chr1	6545238	6545841	604	67	480	0.795	0.733
chr1	6550131	6551075	945	76	650	0.688	0.68
chr1	6557186	6558090	905	93	669	0.739	0.752
chr1	6566155	6566541	387	26	274	0.708	0.537
chr1	6614176	6614825	650	78	466	0.717	0.934
chr1	6639487	6640511	1025	79	680	0.663	0.701
chr1	6653339	6653608	270	21	183	0.678	0.677
chr1	6659205	6659461	257	17	168	0.654	0.62
chr1	6661459	6663888	2430	253	1646	0.677	0.908
chr1	6672829	6675787	2959	344	2179	0.736	0.876
chr1	6681520	6681880	361	24	206	0.571	0.817
chr1	6685104	6685937	834	84	610	0.731	0.756
chr1	6688576	6688717	142	9	83	0.585	0.743
chr1	6694553	6695114	562	28	374	0.665	0.453
chr1	6761338	6762126	789	91	574	0.728	0.872
chr1	6775168	6776229	1062	79	755	0.711	0.589
chr1	6799109	6799233	125	17	79	0.632	2.016
chr1	6844353	6844602	250	32	183	0.732	0.956
chr1	6844737	6846354	1618	210	1240	0.766	0.89
chr1	7021935	7022263	329	22	214	0.65	0.634
chr1	7023507	7023834	328	21	204	0.622	0.665
chr1	7028279	7028411	133	5	74	0.556	0.486
chr1	7111147	7111359	213	9	109	0.512	0.666
chr1	7113319	7113436	118	8	61	0.517	1.151
chr1	7120914	7121452	539	24	277	0.514	0.675
chr1	7122571	7123391	821	39	458	0.558	0.613
chr1	7130069	7130362	294	18	189	0.643	0.593
chr1	7184543	7184795	253	11	130	0.514	0.659
chr1	7209666	7209989	324	18	192	0.593	0.64
chr1	7210926	7210964	39	4	20	0.513	1.576
chr1	7293907	7294382	476	18	258	0.542	0.54
chr1	7296113	7296271	159	7	86	0.541	0.61
chr1	7311122	7311249	128	8	68	0.531	0.887
chr1	7318913	7319357	445	16	239	0.537	0.502
chr1	7408806	7409295	490	17	219	0.447	0.707
chr1	7486795	7486912	118	5	47	0.398	1.13
chr1	7515635	7515744	110	8	68	0.618	0.761
chr1	7552654	7553629	976	52	446	0.457	1.546
chr1	7622560	7622722	163	9	95	0.583	0.707
chr1	7661193	7661873	681	49	459	0.674	0.634
chr1	7723408	7725231	1824	113	1179	0.646	0.598
chr1	7740192	7740737	546	69	419	0.767	0.858
chr1	7740903	7741070	168	26	125	0.744	1.118
chr1	7745081	7745180	100	10	64	0.64	1.001
chr1	7763718	7766058	2341	314	1728	0.738	1.009
chr1	7778073	7778355	283	15	142	0.502	0.845
chr1	7792431	7792637	207	12	127	0.614	0.623
chr1	7796379	7796555	177	11	102	0.576	0.759
chr1	7811185	7811384	200	10	98	0.49	0.842
chr1	7831052	7831873	822	98	597	0.726	0.912
chr1	7843511	7845105	1595	176	1173	0.735	0.824
chr1	7887234	7887648	415	27	265	0.639	0.682
chr1	7911099	7911211	113	7	64	0.566	0.792
chr1	7916568	7916685	118	6	74	0.627	0.558
chr1	8002478	8002700	223	25	155	0.695	0.935
chr1	8012298	8013429	1132	79	806	0.712	0.551
chr1	8013974	8014652	679	63	445	0.655	0.865
chr1	8021349	8022227	879	86	582	0.662	0.907
chr1	8045010	8045153	144	8	79	0.549	0.759
chr1	8085780	8087006	1227	163	905	0.738	0.977
chr1	8087331	8087520	190	10	118	0.621	0.554
chr1	8272020	8272364	345	18	183	0.53	0.747
chr1	8277267	8277778	512	63	386	0.754	0.871
chr1	8292615	8292762	148	7	85	0.574	0.577
chr1	8354321	8354525	205	9	90	0.439	0.915
chr1	8362438	8362571	134	6	74	0.552	0.685
chr1	8378000	8378764	765	74	553	0.723	0.742
chr1	8384484	8384720	237	18	151	0.637	0.773
chr1	8385939	8386169	231	18	150	0.649	0.74
chr1	8388437	8388560	124	10	74	0.597	0.916
chr1	8390273	8390801	529	42	355	0.671	0.727
chr1	8392270	8392410	141	9	79	0.56	0.813
chr1	8395364	8395586	223	17	142	0.637	0.774
chr1	8398624	8398769	146	12	85	0.582	0.977
chr1	8403731	8404095	365	27	234	0.641	0.723
chr1	8412688	8412934	247	12	124	0.502	0.792
chr1	8418388	8418973	586	42	396	0.676	0.655
chr1	8419724	8420028	305	24	207	0.679	0.727
chr1	8483176	8484338	1163	111	810	0.696	0.797
chr1	8560514	8562624	2111	171	1624	0.769	0.548
chr1	8613143	8613452	310	14	166	0.535	0.693
chr1	8716241	8716368	128	9	67	0.523	1.097
chr1	8762949	8763616	668	80	487	0.729	0.905
chr1	8877089	8877872	784	75	529	0.675	0.857
chr1	8877987	8878175	189	28	156	0.825	0.877
chr1	8938019	8939410	1392	143	968	0.695	0.853
chr1	9062913	9063018	106	6	62	0.585	0.673
chr1	9078130	9078562	433	21	248	0.573	0.596
chr1	9099346	9100477	1132	96	794	0.701	0.69
chr1	9131641	9132111	471	38	351	0.745	0.594
chr1	9188532	9189709	1178	131	878	0.745	0.813
chr1	9242083	9243795	1713	164	1208	0.705	0.77
chr1	9256544	9256862	319	14	159	0.498	0.713
chr1	9258627	9259007	381	38	255	0.669	0.892
chr1	9294463	9295378	916	122	712	0.777	0.882
chr1	9307075	9307557	483	25	310	0.642	0.503
chr1	9308065	9308199	135	10	97	0.719	0.577
chr1	9318091	9318207	117	11	80	0.684	0.823
chr1	9323698	9325003	1306	75	851	0.652	0.546
chr1	9340448	9340643	196	17	141	0.719	0.72
chr1	9352437	9353858	1422	192	1090	0.767	0.922
chr1	9376719	9376816	98	11	70	0.714	0.881
chr1	9380756	9380910	155	10	89	0.574	0.784
chr1	9381317	9381661	345	16	191	0.554	0.624
chr1	9382895	9383293	399	21	256	0.642	0.518
chr1	9409334	9409777	444	26	275	0.619	0.614
chr1	9416127	9416405	279	24	178	0.638	0.849
chr1	9427536	9427728	193	18	137	0.71	0.755
chr1	9488683	9489250	568	45	339	0.597	0.895
chr1	9504773	9504872	100	5	46	0.46	0.962
chr1	9555439	9555793	355	32	242	0.682	0.785
chr1	9599315	9600514	1200	147	865	0.721	0.944
chr1	9648496	9649544	1049	154	810	0.772	0.989
chr1	9664613	9665109	497	19	284	0.571	0.469
chr1	9666568	9666904	337	18	199	0.591	0.615
chr1	9670662	9670869	208	14	143	0.688	0.606
chr1	9687168	9687563	396	36	284	0.717	0.709
chr1	9711625	9712607	983	117	734	0.747	0.861
chr1	9712760	9713528	769	39	456	0.593	0.593
chr1	9747303	9748313	1011	60	656	0.649	0.566
chr1	9748944	9750215	1272	121	891	0.7	0.777
chr1	9775748	9776117	370	27	250	0.676	0.644
chr1	9780258	9780712	455	23	302	0.664	0.464
chr1	9781280	9781668	389	19	255	0.656	0.458
chr1	9787331	9787521	191	9	122	0.639	0.466
chr1	9788702	9788803	102	10	57	0.559	1.304
chr1	9789111	9789201	91	9	52	0.571	1.213
chr1	9790217	9791890	1674	93	1038	0.62	0.578
chr1	9795024	9796135	1112	41	593	0.533	0.519
chr1	9804565	9804720	156	11	103	0.66	0.649
chr1	9822608	9822891	284	20	185	0.651	0.683
chr1	9882986	9884786	1801	206	1288	0.715	0.895
chr1	9887874	9887986	113	9	68	0.602	0.963
chr1	9969846	9970978	1133	134	836	0.738	0.905
chr1	10002945	10003776	832	57	507	0.609	0.738
chr1	10057158	10058093	936	117	713	0.762	0.875
chr1	10088669	10089219	551	38	373	0.677	0.606
chr1	10092572	10093003	432	55	315	0.729	0.959
chr1	10093156	10093803	648	35	382	0.59	0.631
chr1	10269904	10271458	1555	181	1115	0.717	0.906
chr1	10386237	10386369	133	10	76	0.571	0.99
chr1	10458582	10460030	1449	145	975	0.673	0.889
chr1	10485802	10485936	135	8	70	0.519	0.9
chr1	10486479	10487181	703	37	463	0.659	0.485
chr1	10490063	10491363	1301	126	818	0.629	0.986
chr1	10495198	10495478	281	11	130	0.463	0.734
chr1	10532017	10532754	738	62	450	0.61	0.913
chr1	10534934	10535681	748	44	484	0.647	0.562
chr1	10590497	10590598	102	7	63	0.618	0.735
chr1	10591200	10591361	162	8	75	0.463	0.926
chr1	10595939	10595994	56	5	35	0.625	0.933
chr1	10601556	10601835	280	15	163	0.582	0.645
chr1	10676521	10676913	393	22	239	0.608	0.607
chr1	10683577	10683716	140	8	80	0.571	0.716
chr1	10684303	10684394	92	10	60	0.652	1.033
chr1	10689696	10690028	333	22	222	0.667	0.652
chr1	10695634	10696234	601	29	386	0.642	0.469
chr1	10698323	10700062	1740	211	1267	0.728	0.915
chr1	10702181	10702374	194	17	139	0.716	0.833
chr1	10702557	10702831	275	20	202	0.735	0.555
chr1	10704914	10705107	194	10	120	0.619	0.539
chr1	10707846	10708141	296	19	201	0.679	0.626
chr1	10709295	10709449	155	13	110	0.71	0.668
chr1	10709734	10710173	440	25	288	0.655	0.562
chr1	10710721	10711723	1003	56	654	0.652	0.536
chr1	10713962	10714627	666	44	414	0.622	0.686
chr1	10719532	10720582	1051	61	672	0.639	0.586
chr1	10725290	10725589	300	26	210	0.7	0.713
chr1	10726667	10726880	214	14	140	0.654	0.622
chr1	10732866	10733193	328	23	198	0.604	0.853
chr1	10753808	10754346	539	74	395	0.733	1.055
chr1	10754544	10755522	979	151	764	0.78	1.019
chr1	10757954	10758283	330	22	216	0.655	0.687
chr1	10764479	10764956	478	40	328	0.686	0.711
chr1	10769724	10769944	221	13	144	0.652	0.57
chr1	10788801	10788943	143	8	90	0.629	0.588
chr1	10802038	10802133	96	7	64	0.667	0.713
chr1	10804625	10804954	330	16	209	0.633	0.484
chr1	10839483	10839586	104	11	83	0.798	0.676
chr1	10853780	10855064	1285	126	867	0.675	0.866
chr1	10855200	10856945	1746	143	1205	0.69	0.697
chr1	10887663	10888797	1135	52	665	0.586	0.534
chr1	10895959	10896096	138	13	101	0.732	0.704
chr1	10917362	10917471	110	10	66	0.6	1.073
chr1	10924225	10924322	98	4	47	0.48	0.751
chr1	10926965	10927618	654	75	490	0.749	0.847
chr1	10948545	10949295	751	87	589	0.784	0.754
chr1	11020536	11021249	714	36	426	0.597	0.569
chr1	11072372	11072477	106	15	68	0.642	1.375
chr1	11072622	11073375	754	77	519	0.688	0.867
chr1	11112929	11113104	176	9	111	0.631	0.519
chr1	11118880	11120717	1838	171	1290	0.702	0.761
chr1	11159423	11160137	715	75	484	0.677	0.928
chr1	11310081	11310303	223	21	183	0.821	0.559
chr1	11322315	11323024	710	51	451	0.635	0.713
chr1	11332965	11334028	1064	79	730	0.686	0.646
chr1	11365705	11366512	808	63	557	0.689	0.658
chr1	11473161	11473338	178	11	84	0.472	1.111
chr1	11538774	11540586	1813	186	1267	0.699	0.84
chr1	11561423	11562098	676	69	446	0.66	0.951
chr1	11589910	11590017	108	10	67	0.62	0.973
chr1	11596419	11596623	205	17	130	0.634	0.865
chr1	11668821	11669133	313	26	233	0.744	0.601
chr1	11669754	11669889	136	7	73	0.537	0.738
chr1	11708834	11709303	470	36	318	0.677	0.684
chr1	11710502	11710796	295	32	216	0.732	0.819
chr1	11714280	11715279	1000	119	752	0.752	0.854
chr1	11724176	11724886	711	87	538	0.757	0.874
chr1	11740454	11741776	1323	127	907	0.686	0.82
chr1	11750663	11752640	1978	196	1405	0.71	0.802
chr1	11760731	11761107	377	18	235	0.623	0.492
chr1	11761296	11761788	493	20	272	0.552	0.536
chr1	11779423	11780037	615	41	391	0.636	0.661
chr1	11796032	11796710	679	51	469	0.691	0.652
chr1	11822194	11822327	134	17	97	0.724	0.986
chr1	11865488	11866513	1026	84	714	0.696	0.684
chr1	11888676	11888779	104	9	74	0.712	0.702
chr1	11897487	11897729	243	16	147	0.605	0.745
chr1	11898451	11898950	500	29	315	0.63	0.598
chr1	11918907	11919556	650	52	439	0.675	0.704
chr1	11958291	11959134	844	54	570	0.675	0.573
chr1	11968600	11969031	432	26	255	0.59	0.696
chr1	11972693	11972901	209	7	91	0.435	0.709
chr1	11982948	11983165	218	16	138	0.633	0.74
chr1	11985539	11986635	1097	122	819	0.747	0.798
chr1	11994444	11994955	512	45	360	0.703	0.72
chr1	12039688	12040965	1278	94	819	0.641	0.716
chr1	12068433	12069141	709	53	489	0.69	0.63
chr1	12079268	12079904	637	63	432	0.678	0.862
chr1	12089874	12090142	269	16	183	0.68	0.515
chr1	12102879	12103661	783	63	546	0.697	0.662
chr1	12123376	12124149	774	67	513	0.663	0.797
chr1	12188472	12188639	168	9	89	0.53	0.764
chr1	12226928	12227827	900	95	660	0.733	0.785
chr1	12251441	12251969	529	47	367	0.694	0.789
chr1	12289990	12290716	727	80	540	0.743	0.798
chr1	12290956	12291105	150	17	113	0.753	0.806
chr1	12538386	12538543	158	8	81	0.513	0.776
chr1	12587608	12587856	249	13	165	0.663	0.476
chr1	12600225	12600503	279	18	180	0.645	0.621
chr1	12609283	12609742	460	24	297	0.646	0.501
chr1	12609997	12610209	213	14	116	0.545	0.893
chr1	12655267	12655739	473	36	344	0.727	0.725
chr1	12655890	12656369	480	42	341	0.71	0.706
chr1	12677013	12678280	1268	96	726	0.573	0.924
chr1	12678400	12678820	421	36	270	0.641	0.833
chr1	12679007	12679422	416	21	258	0.62	0.525
chr1	12907827	12908258	432	18	211	0.488	0.699
chr1	12962408	12962917	510	37	350	0.686	0.617
chr1	13183590	13184023	434	16	213	0.491	0.612
chr1	13404335	13404860	526	39	360	0.684	0.634
chr1	13433231	13435117	1887	139	1380	0.731	0.552
chr1	13500515	13501198	684	53	459	0.671	0.689
chr1	13539796	13539949	154	11	112	0.727	0.571
chr1	13544789	13545202	414	38	307	0.742	0.668
chr1	13625159	13625657	499	38	338	0.677	0.667
chr1	13654006	13655927	1922	140	1407	0.732	0.544
chr1	13721347	13722030	684	54	461	0.674	0.695
chr1	13760646	13760830	185	14	133	0.719	0.607
chr1	13765648	13766061	414	38	307	0.742	0.668
chr1	13839567	13840590	1024	119	731	0.714	0.931
chr1	13881439	13881701	263	24	179	0.681	0.788
chr1	13886703	13886857	155	5	78	0.503	0.51
chr1	13909648	13909843	196	18	137	0.699	0.764
chr1	13910138	13911058	921	69	606	0.658	0.696
chr1	13958754	13958974	221	7	99	0.448	0.661
chr1	13984018	13984998	981	74	689	0.702	0.612
chr1	14026032	14026300	269	13	149	0.554	0.64
chr1	14026495	14027184	690	110	552	0.8	1.018
chr1	14075321	14076550	1230	161	874	0.711	1.039
chr1	14105521	14105629	109	5	54	0.495	0.752
chr1	14108384	14108977	594	18	270	0.455	0.6
chr1	14219384	14219868	485	51	370	0.763	0.723
chr1	14220084	14220267	184	9	103	0.56	0.651
chr1	14309749	14310032	284	16	196	0.69	0.473
chr1	14714495	14714667	173	11	96	0.555	0.826
chr1	14746121	14746368	248	17	137	0.552	0.907
chr1	14747057	14747485	429	26	309	0.72	0.471
chr1	14924683	14926056	1374	137	973	0.708	0.798
chr1	15127623	15127858	236	17	142	0.602	0.798
chr1	15250388	15251662	1275	183	968	0.759	1.009
chr1	15283922	15284093	172	15	108	0.628	0.886
chr1	15375106	15375513	408	29	244	0.598	0.815
chr1	15382477	15382704	228	12	141	0.618	0.552
chr1	15386726	15386867	142	13	101	0.711	0.727
